"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2400","","","","0"
"2007","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","1500","","","","0"
"2008","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","3000","","","","0"
"2009","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2600","","","","0"
"2010","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2800","","","","0"
"2011","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2800","","","","0"
"2012","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2600","","","","0"
"2013","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2600","","","","0"
"2014","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2200","","","","0"
"2015","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","3000","","","","0"
"2016","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","3000","","","","0"
"2017","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2600","","","","0"
"2018","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2100","","","","0"
"2019","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","1800","","","","0"
"2020","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","3200","","","","0"
"2021","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2492","","","","0"
"2022","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2500","","","","0"
"2023","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2500","","","","0"
"2024","Nova Scotia","2021A000212","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115113964","4.17.23","2500","","","","0"
"1991","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","12100","","","","0"
"1992","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","14200","","","","0"
"1993","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","15900","","","","0"
"1994","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","14600","","","","0"
"1995","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","15800","","","","0"
"1996","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","16600","","","","0"
"1997","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","15800","","","","0"
"1998","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","14600","","","","0"
"1999","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","13600","","","","0"
"2000","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","16200","","","","0"
"2001","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","17000","","","","0"
"2002","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","16400","","","","0"
"2003","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","17000","","","","0"
"2004","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","15800","","","","0"
"2005","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","14800","","","","0"
"2006","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","12100","","","","0"
"2007","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","13200","","","","0"
"2008","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","11300","","","","0"
"2009","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","9700","","","","0"
"2010","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","10500","","","","0"
"2011","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","8900","","","","0"
"2012","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","8700","","","","0"
"2013","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","8500","","","","0"
"2014","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","6900","","","","0"
"2015","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","7300","","","","0"
"2016","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","6500","","","","0"
"2017","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","5500","","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","4500","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","5400","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","7500","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","6800","","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","5600","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","5600","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114039","5.17.6","7600","","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","","x","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","0","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","0","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","","F","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","0","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","0","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v1001696757","5.17.39","0","","","","0"
"1991","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1992","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1993","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1994","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1995","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1996","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1997","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"1998","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"1999","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2000","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2001","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2002","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2003","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2004","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2005","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2006","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2007","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2008","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2009","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2010","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2011","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2012","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2013","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2014","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2015","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2016","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2017","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","..","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","600","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","x","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","0","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","40","","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","F","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","x","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Buckwheat","Hectares","149","units","0","v115114040","5.17.12","","F","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Canary seed","Hectares","149","units","0","v1001388537","5.17.33","0","","","","0"
"1991","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1992","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1993","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1994","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1995","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1996","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1997","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1998","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"1999","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2000","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2001","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2002","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2003","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2004","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2005","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2006","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2007","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2008","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2009","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2010","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2011","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2012","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","3600","","","","0"
"2013","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","3000","","","","0"
"2014","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2015","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2016","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2017","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","..","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","400","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","600","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","300","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","","F","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","500","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","600","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Canola (rapeseed)","Hectares","149","units","0","v115114041","5.17.16","900","","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Chick peas","Hectares","149","units","0","v1001388579","5.17.38","0","","","","0"
"1991","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1992","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1993","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1994","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1995","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1996","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1997","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1998","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"1999","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2000","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2001","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2002","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2003","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2004","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2005","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","","..","","","0"
"2006","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","1700","","","","0"
"2007","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","2600","","","","0"
"2008","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4900","","","","0"
"2009","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4900","","","","0"
"2010","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","5100","","","","0"
"2011","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4000","","","","0"
"2012","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","5100","","","","0"
"2013","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4000","","","","0"
"2014","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3600","","","","0"
"2015","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3400","","","","0"
"2016","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4200","","","","0"
"2017","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","6300","","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","5900","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3700","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3400","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","2900","","","","0"
"2022","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","4800","","","","0"
"2023","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3000","","","","0"
"2024","New Brunswick","2021A000213","Harvested area (hectares)","Corn for grain","Hectares","149","units","0","v115114042","5.17.11","3700","","","","0"
"1991","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","882","","","","0"
"1992","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1400","","","","0"
"1993","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1400","","","","0"
"1994","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1200","","","","0"
"1995","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1200","","","","0"
"1996","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1000","","","","0"
"1997","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1800","","","","0"
"1998","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2200","","","","0"
"1999","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1400","","","","0"
"2000","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1200","","","","0"
"2001","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2000","","","","0"
"2002","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2100","","","","0"
"2003","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2000","","","","0"
"2004","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2000","","","","0"
"2005","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2400","","","","0"
"2006","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2700","","","","0"
"2007","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2800","","","","0"
"2008","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3000","","","","0"
"2009","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3200","","","","0"
"2010","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2800","","","","0"
"2011","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2800","","","","0"
"2012","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3000","","","","0"
"2013","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3200","","","","0"
"2014","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3000","","","","0"
"2015","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2000","","","","0"
"2016","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","2600","","","","0"
"2017","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3800","","","","0"
"2018","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","1300","","","","0"
"2019","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3700","","","","0"
"2020","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3600","","","","0"
"2021","New Brunswick","2021A000213","Harvested area (hectares)","Corn for silage","Hectares","149","units","0","v115114043","5.17.29","3400","","","","0"
