"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","..","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","..","","","0"
"2016","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","..","","","0"
"2017","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","..","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","0","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","0","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","0","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","F","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","","x","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","0","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Peas, dry","Metric tonnes","214","units","0","v115115203","4.19.13","0","","","","0"
"1991","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1992","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1993","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1994","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1995","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1996","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1997","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1998","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","0","","","","0"
"1999","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2000","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2001","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2002","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2003","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2004","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2005","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2006","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2007","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2008","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2009","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2010","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2011","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2012","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2013","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2016","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2017","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","","..","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","700","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","2700","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","500","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","1071","","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","1002","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","652","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Rye, all","Metric tonnes","214","units","0","v115113983","4.19.7","506","","","","0"
"1991","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1992","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1993","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1994","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1995","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1996","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1997","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1998","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"1999","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2000","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2001","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2002","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2003","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2004","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2005","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2006","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2007","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2008","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2009","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","","..","","","0"
"2010","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","6600","","","","0"
"2011","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","9300","","","","0"
"2012","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","10600","","","","0"
"2013","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","12000","","","","0"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","14800","","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","12800","","","","0"
"2016","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","12800","","","","0"
"2017","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","15500","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","18500","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","10700","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","11200","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","15842","","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","17079","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","16032","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Soybeans","Metric tonnes","214","units","0","v115113985","4.19.15","17454","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","","F","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Sugar beets","Metric tonnes","214","units","0","v1001388331","4.19.27","0","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","","F","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Sunflower seed","Metric tonnes","214","units","0","v1001388625","4.19.31","0","","","","0"
"1991","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","323900","","","","0"
"1992","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","468100","","","","0"
"1993","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","398300","","","","0"
"1994","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","558800","","","","0"
"1995","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","505300","","","","0"
"1996","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","607000","","","","0"
"1997","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","451800","","","","0"
"1998","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","370100","","","","0"
"1999","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","377400","","","","0"
"2000","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","424600","","","","0"
"2001","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","353800","","","","0"
"2002","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","408200","","","","0"
"2003","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","440900","","","","0"
"2004","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","391900","","","","0"
"2005","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","359200","","","","0"
"2006","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","377400","","","","0"
"2007","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","375600","","","","0"
"2008","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","326600","","","","0"
"2009","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","359200","","","","0"
"2010","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","384600","","","","0"
"2011","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","311200","","","","0"
"2012","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","326600","","","","0"
"2013","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","285800","","","","0"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","255800","","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","254000","","","","0"
"2016","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","267600","","","","0"
"2017","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","276700","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","268300","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","232200","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","199700","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","260900","","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","197125","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","196800","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Tame hay","Metric tonnes","214","units","0","v115113986","4.19.28","277000","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","0","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","","x","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","0","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","","F","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","","F","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","","F","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Triticale","Metric tonnes","214","units","0","v1001388205","4.19.26","","x","","","0"
"1991","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","3300","","","","0"
"1992","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","4900","","","","0"
"1993","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","6900","","","","0"
"1994","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","7400","","","","0"
"1995","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","10200","","","","0"
"1996","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9700","","","","0"
"1997","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","5700","","","","0"
"1998","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","8400","","","","0"
"1999","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","6400","","","","0"
"2000","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9600","","","","0"
"2001","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9100","","","","0"
"2002","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","16000","","","","0"
"2003","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11200","","","","0"
"2004","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","14400","","","","0"
"2005","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11100","","","","0"
"2006","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","8200","","","","0"
"2007","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","5000","","","","0"
"2008","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11700","","","","0"
"2009","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9700","","","","0"
"2010","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9100","","","","0"
"2011","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","13000","","","","0"
"2012","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","10800","","","","0"
"2013","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","10500","","","","0"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9200","","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","15200","","","","0"
"2016","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","14700","","","","0"
"2017","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","13200","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","9600","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","7300","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11800","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11200","","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","12546","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11468","","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, all","Metric tonnes","214","units","0","v115113987","4.19.1","11700","","","","0"
"2018","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","0","","","","0"
"2019","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","0","","","","0"
"2020","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","0","","","","0"
"2021","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","","F","","","0"
"2022","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","0","","","","0"
"2023","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","","F","","","0"
"2024","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, durum","Metric tonnes","214","units","0","v1001388127","4.19.4","","F","","","0"
"1991","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1200","","","","0"
"1992","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3300","","","","0"
"1993","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","2500","","","","0"
"1994","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3900","","","","0"
"1995","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","5400","","","","0"
"1996","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3700","","","","0"
"1997","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3600","","","","0"
"1998","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","4200","","","","0"
"1999","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3800","","","","0"
"2000","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","4300","","","","0"
"2001","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","2500","","","","0"
"2002","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","3000","","","","0"
"2003","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","2400","","","","0"
"2004","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","2800","","","","0"
"2005","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","4100","","","","0"
"2006","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1800","","","","0"
"2007","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1600","","","","0"
"2008","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","2400","","","","0"
"2009","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1300","","","","0"
"2010","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1300","","","","0"
"2011","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1600","","","","0"
"2012","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1100","","","","0"
"2013","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","1200","","","","0"
"2014","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","","..","","","0"
"2015","Nova Scotia","2021A000212","Production (metric tonnes)","Wheat, spring","Metric tonnes","214","units","0","v115113988","4.19.2","","..","","","0"
